title,vote_count,vote_average,year,genres,id
Polisse,292.0,7.9,2011,['Drama'],71157
A Little Bit of Heaven,205.0,6.2,2011,"['Comedy', 'Drama', 'Romance']",45156
Prisoners of the Lost Universe,13.0,3.9,1983,"['Adventure', 'Science Fiction', 'Action']",70500
Johnny English Reborn,1026.0,6.0,2011,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",58233
Abduction,987.0,5.6,2011,"['Thriller', 'Action', 'Mystery']",59965
This Must Be the Place,275.0,6.7,2011,['Drama'],53487
Shame,897.0,7.0,2011,['Drama'],76025
"Love Affair, or the Case of the Missing Switchboard Operator",10.0,7.2,1967,"['Drama', 'Foreign']",42696
The True Story of Jesse James,10.0,5.3,1957,"['Action', 'Western']",83354
One to Another,12.0,5.8,2006,['Drama'],12838
"Happy, Happy",14.0,6.1,2010,"['Drama', 'Comedy', 'Romance']",46147
What's Your Number?,689.0,6.2,2011,"['Comedy', 'Romance']",63492
Dream House,401.0,5.8,2011,"['Drama', 'Thriller', 'Mystery']",69668
How to Die in Oregon,11.0,7.8,2011,['Documentary'],65992
Queen of Blood,13.0,5.3,1966,"['Horror', 'Science Fiction']",27642
Headhunters,404.0,7.2,2011,"['Thriller', 'Crime']",70670
Batman: Year One,255.0,7.1,2011,"['Action', 'Adventure', 'Animation', 'Crime', 'Science Fiction']",69735
Mulan: Rise of a Warrior,43.0,6.9,2009,"['Adventure', 'Drama', 'Action']",32909
Machine Gun Preacher,292.0,6.4,2011,"['Action', 'Thriller', 'Crime']",45610
Miss Representation,19.0,7.7,2011,['Documentary'],77801
Anonymous,291.0,6.3,2011,"['Drama', 'History', 'Thriller']",61891
Mr. Nice,52.0,6.0,2010,"['Comedy', 'Crime', 'Drama']",46934
The Veteran,50.0,5.8,2011,"['Action', 'Thriller']",70196
The Gold of Naples,14.0,7.8,1954,"['Drama', 'Comedy']",56122
Black Cadillac,18.0,6.3,2003,"['Drama', 'Thriller']",69217
Tower Heist,945.0,5.8,2011,"['Action', 'Comedy']",59108
J. Edgar,766.0,6.0,2011,"['Drama', 'Crime', 'History']",88794
Sometimes They Come Back,60.0,5.4,1991,"['Drama', 'Horror', 'Thriller']",27769
The Double,226.0,5.8,2011,"['Action', 'Drama', 'Crime']",73499
The Adventures of Tintin,2095.0,6.7,2011,"['Adventure', 'Animation', 'Mystery']",17578
The Son of No One,93.0,4.8,2011,"['Drama', 'Thriller', 'Crime']",74536
Undertow,45.0,7.4,2009,"['Drama', 'Romance']",52799
The Minister,32.0,5.7,2011,['Drama'],95448
Tomboy,181.0,7.2,2011,['Drama'],65229
Glasses,10.0,7.3,2007,"['Comedy', 'Foreign']",25656
Loft,12.0,5.9,2005,['Horror'],40592
Lavatory Lovestory,13.0,5.9,2008,[],149117
George Harrison: Living in the Material World,39.0,7.8,2011,"['Music', 'Documentary']",75964
Hugo,2197.0,7.0,2011,"['Adventure', 'Drama', 'Family']",44826
Higher Ground,14.0,5.3,2011,"['Drama', 'Thriller']",50875
Trespass,333.0,5.4,2011,"['Crime', 'Drama', 'Thriller']",70578
Savage Streets,30.0,6.5,1984,"['Action', 'Crime', 'Thriller']",14673
The Dark House,11.0,6.0,2009,"['Drama', 'Horror', 'Thriller', 'Crime']",36142
Immortals,898.0,5.7,2011,"['Fantasy', 'Action', 'Drama']",37958
Jack and Jill,619.0,4.0,2011,['Comedy'],71880
The People vs. George Lucas,39.0,6.2,2010,['Documentary'],75311
The Devil's Double,208.0,6.5,2011,"['Drama', 'Action', 'Thriller', 'Crime', 'War']",62630
Setup,150.0,4.7,2011,"['Action', 'Crime', 'Drama', 'Thriller']",70586
House of Tolerance,60.0,6.7,2011,['Drama'],84427
The Deep Blue Sea,82.0,5.8,2011,"['Drama', 'Romance']",51994
11-11-11,77.0,4.3,2011,"['Horror', 'Thriller']",51248
Into the Abyss,80.0,7.2,2011,"['Documentary', 'Crime']",77365
"Oslo, August 31st",73.0,7.4,2011,['Drama'],75233
Whatever Lola wants,10.0,6.4,2007,['Drama'],17495
Daffy Duck's Movie: Fantastic Island,12.0,6.0,1983,['Animation'],80607
I Want to Be a Soldier,10.0,6.8,2010,['Drama'],72875
Another Happy Day,37.0,6.2,2011,"['Comedy', 'Drama']",60422
Shaolin,102.0,6.5,2011,"['Action', 'Drama']",55292
Fright,10.0,6.4,1971,"['Horror', 'Thriller']",40350
Wuthering Heights,75.0,6.0,2011,"['Drama', 'Romance']",9364
From Beyond the Grave,22.0,7.1,1974,['Horror'],48014
The River Why,20.0,5.7,2010,"['Drama', 'Romance']",11403
Cherry,33.0,6.5,2011,"['Comedy', 'Drama', 'Romance']",47320
The Bat Man,11.0,7.0,1943,['Action'],125249
Espion(s),14.0,5.9,2009,"['Drama', 'Romance', 'Thriller']",14726
The Descendants,956.0,6.7,2011,"['Comedy', 'Drama']",65057
Like Crazy,386.0,6.5,2011,"['Drama', 'Romance']",60420
The Muppets,509.0,6.5,2011,"['Comedy', 'Family', 'Music']",64328
The Twilight Saga: Breaking Dawn - Part 1,2622.0,5.8,2011,"['Adventure', 'Fantasy', 'Romance']",50619
Blown Away,17.0,5.1,1993,"['Drama', 'Romance', 'Thriller']",20859
War Horse,1016.0,7.0,2011,"['Drama', 'War']",57212
The Rum Diary,391.0,5.6,2011,"['Drama', 'Comedy']",23514
My Week with Marilyn,418.0,6.6,2011,['Drama'],75900
Making Plans for Lena,11.0,5.5,2009,"['Comedy', 'Drama']",31208
Three Days,13.0,6.3,2008,"['Crime', 'Drama', 'Science Fiction']",25922
À l'aventure,13.0,5.0,2008,['Drama'],64124
Weekend,164.0,7.5,2011,"['Drama', 'Romance']",79120
The Iron Rose,16.0,6.6,1973,['Horror'],84473
Echoes of the Rainbow,20.0,7.2,2010,"['Comedy', 'Documentary', 'Drama', 'Romance']",39693
Lifted,232.0,7.6,2006,['Animation'],13060
Singham,33.0,7.0,2011,"['Drama', 'Action', 'Crime']",70590
Shanghai,53.0,5.9,2010,"['Drama', 'Mystery', 'Romance']",38407
Chandni Chowk To China,13.0,5.3,2009,"['Action', 'Adventure', 'Comedy', 'Drama']",20002
Hipsters,25.0,6.2,2008,"['Drama', 'Romance']",38336
Another Cinderella Story,406.0,6.2,2008,['Music'],15157
Bunraku,111.0,5.9,2010,"['Thriller', 'Action', 'Drama']",30618
Gantz: Perfect Answer,50.0,6.6,2011,"['Action', 'Mystery', 'Science Fiction']",74135
Sarah's Key,200.0,7.2,2010,"['Drama', 'War']",53457
The Tree,36.0,6.7,2010,['Drama'],51409
Xtro,37.0,5.4,1982,"['Science Fiction', 'Horror']",25834
The Sitter,330.0,5.4,2011,['Comedy'],57431
Extremely Loud & Incredibly Close,726.0,6.9,2011,['Drama'],64685
The Gruffalo,53.0,6.7,2009,"['Animation', 'Family']",28118
Play the Game,11.0,5.9,2009,"['Comedy', 'Romance']",45708
The 12 Dogs of Christmas,14.0,4.4,2005,"['Drama', 'Family']",26985
Asterix and the Big Fight,128.0,6.5,1989,"['Family', 'Animation', 'Adventure', 'Comedy']",11625
Asterix Conquers America,136.0,6.2,1994,"['Family', 'Animation', 'Adventure', 'Comedy']",9369
Asterix and the Vikings,170.0,6.1,2006,"['Family', 'Animation', 'Comedy', 'Adventure']",9642
Rampart,135.0,5.3,2011,"['Crime', 'Drama']",75622
Happy Feet Two,381.0,5.8,2011,"['Animation', 'Comedy', 'Family']",65759
Arthur Christmas,340.0,6.7,2011,"['Drama', 'Animation', 'Family', 'Comedy']",51052
Miss Bala,34.0,6.2,2011,"['Drama', 'Action']",77635
12 Days of Terror,10.0,5.2,2005,"['Drama', 'Horror']",153102
Accidents Happen,22.0,6.2,2009,"['Comedy', 'Drama']",37721
The Perfect Game,31.0,6.3,2010,"['Drama', 'Family']",56601
Elephant White,67.0,5.1,2011,"['Action', 'Thriller', 'Fantasy', 'Crime']",57585
Violet & Daisy,86.0,6.2,2011,"['Thriller', 'Crime', 'Drama', 'Action', 'Comedy']",91550
Flypaper,261.0,6.2,2011,"['Mystery', 'Comedy', 'Crime']",62046
Bullet to the Head,490.0,5.2,2013,"['Action', 'Crime', 'Thriller']",70074
The Expendables 2,2940.0,6.1,2012,"['Action', 'Adventure', 'Thriller']",76163
The Snowman,63.0,7.5,1982,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",13396
Sharktopus,46.0,4.7,2010,"['Horror', 'Comedy', 'Science Fiction', 'Thriller']",46020
The Hunger Games,9634.0,6.9,2012,"['Science Fiction', 'Adventure', 'Fantasy']",70160
Womb,95.0,5.9,2010,"['Romance', 'Science Fiction']",59457
Fire of Conscience,13.0,6.5,2010,"['Action', 'Thriller', 'Foreign']",38264
The Death King,19.0,6.8,1990,['Horror'],15736
The Dark Knight Rises,9263.0,7.6,2012,"['Action', 'Crime', 'Drama', 'Thriller']",49026
The Bourne Legacy,2683.0,6.0,2012,"['Action', 'Thriller']",49040
"Don't Worry, I'm Fine",168.0,7.3,2006,['Drama'],1254
I Melt with You,26.0,5.5,2011,"['Drama', 'Thriller']",75345
Sherlock Holmes: A Game of Shadows,3971.0,7.0,2011,"['Adventure', 'Action', 'Crime', 'Mystery']",58574
Life in a Day,84.0,7.3,2011,['Documentary'],66150
A Funny Man,14.0,6.9,2011,['Drama'],73448
Coriolanus,133.0,5.9,2011,"['Drama', 'Thriller']",101173
Americano,19.0,5.0,2011,['Drama'],103597
The Forty-First,15.0,6.6,1956,['Drama'],46741
This Is Not a Film,22.0,6.9,2011,['Documentary'],83552
Outside Satan,20.0,7.3,2011,"['Drama', 'Foreign']",89456
A New Life,11.0,7.0,2002,['Drama'],99642
Young Adult,368.0,5.6,2011,"['Comedy', 'Drama']",57157
Faces in the Crowd,154.0,5.8,2011,"['Thriller', 'Mystery', 'Crime', 'Drama']",70577
New Year's Eve,744.0,5.7,2011,"['Comedy', 'Romance']",62838
Mission: Impossible - Ghost Protocol,4026.0,6.8,2011,"['Action', 'Thriller', 'Adventure']",56292
We Bought a Zoo,928.0,6.5,2011,"['Drama', 'Comedy', 'Family']",74465
The Girl with the Dragon Tattoo,2479.0,7.2,2011,"['Thriller', 'Crime', 'Mystery', 'Drama']",65754
The Darkest Hour,474.0,4.8,2011,"['Horror', 'Action', 'Thriller', 'Science Fiction']",71469
Alvin and the Chipmunks: Chipwrecked,499.0,5.4,2011,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",55301
Albert Nobbs,136.0,6.2,2011,['Drama'],73873
Julia's Eyes,214.0,6.7,2010,"['Horror', 'Thriller']",52274
Salvation Boulevard,28.0,5.6,2011,"['Comedy', 'Thriller', 'Action', 'Drama']",51995
Friends with Kids,175.0,5.7,2011,"['Comedy', 'Drama', 'Romance']",80038
Intruders,164.0,5.2,2011,"['Horror', 'Thriller', 'Drama']",63207
Pitfall,12.0,6.6,1948,"['Thriller', 'Crime', 'Drama']",25688
In the Land of Blood and Honey,45.0,5.8,2011,"['Drama', 'Romance', 'War']",79777
Today's Special,34.0,6.2,2009,"['Comedy', 'Romance']",46641
Sophie's Revenge,14.0,5.6,2009,"['Comedy', 'Drama', 'Romance']",24986
Santa Buddies,38.0,5.0,2009,['Adventure'],24833
The Last Lions,16.0,7.2,2011,['Documentary'],53505
Territories,23.0,5.4,2010,"['Thriller', 'Horror']",74518
Girl Walks Into a Bar,30.0,5.1,2011,['Comedy'],59006
Professor Layton and the Eternal Diva,42.0,7.6,2009,"['Family', 'Animation']",41066
Bringing Up Bobby,16.0,5.1,2011,['Comedy'],53100
Ladies vs Ricky Bahl,23.0,6.0,2011,"['Drama', 'Comedy', 'Music', 'Romance', 'Foreign']",82698
Pariah,33.0,7.0,2011,['Drama'],73939
A Muppet Family Christmas,15.0,6.7,1987,"['Family', 'TV Movie']",13247
Kung Fu Panda Holiday,53.0,6.5,2010,"['Animation', 'Family']",50393
Tanner Hall,33.0,5.4,2009,['Drama'],71866
The Devil Inside,263.0,4.6,2012,"['Thriller', 'Horror']",76487
Born To Race,41.0,5.5,2011,['Action'],74523
Contraband,777.0,6.1,2012,"['Thriller', 'Action', 'Drama', 'Crime']",77866
Chak De! India,69.0,6.8,2007,['Drama'],14163
The Cow,10.0,7.7,1969,"['Drama', 'Foreign']",43984
Beneath the Darkness,45.0,4.8,2011,['Thriller'],78461
Being Elmo: A Puppeteer's Journey,62.0,7.4,2011,"['Documentary', 'Family']",75301
Joyful Noise,33.0,6.7,2012,"['Comedy', 'Music']",63574
Dolphin Tale,166.0,6.6,2011,"['Drama', 'Family']",62837
Chico & Rita,44.0,6.5,2010,"['Animation', 'Music', 'Romance']",63498
The Iron Lady,540.0,6.2,2011,"['History', 'Drama']",71688
Happy Tears,12.0,4.9,2009,"['Comedy', 'Drama']",39072
Elena,48.0,7.0,2011,"['Drama', 'Thriller']",78182
The Conquest,36.0,5.6,2011,"['Comedy', 'Drama']",65233
Mr. Bug Goes to Town,10.0,5.7,1941,"['Animation', 'Comedy', 'Family']",31309
Nostalgia for the Light,32.0,7.8,2010,"['Drama', 'Documentary', 'Foreign']",72721
Albatross,31.0,6.1,2011,['Drama'],72842
Loosies,40.0,5.8,2012,"['Comedy', 'Drama', 'Romance']",79465
The Revenant,84.0,6.4,2009,"['Comedy', 'Horror']",79896
The Mill and the Cross,24.0,6.4,2011,"['Drama', 'History']",57829
Cat Run,45.0,6.0,2011,"['Action', 'Comedy', 'Thriller']",57353
The Man Next Door,13.0,6.5,2009,"['Drama', 'Thriller', 'Foreign']",47383
The Divide,198.0,5.7,2011,"['Horror', 'Science Fiction', 'Drama']",38541
Underworld: Awakening,1885.0,6.1,2012,"['Fantasy', 'Action', 'Horror']",52520
The Grey,1476.0,6.4,2012,"['Action', 'Drama', 'Thriller']",75174
Man on a Ledge,936.0,6.2,2012,"['Action', 'Thriller', 'Crime']",49527
Sacrifice,10.0,6.2,2010,"['Drama', 'Action', 'History', 'Thriller']",55741
White Irish Drinkers,10.0,6.3,2011,"['Drama', 'Thriller']",58194
Haywire,508.0,5.6,2011,"['Action', 'Thriller']",70435
Case départ,122.0,5.9,2011,['Comedy'],66118
The Whistleblower,157.0,6.6,2010,"['Drama', 'Thriller', 'Crime']",65760
The Human Centipede 2 (Full Sequence),326.0,4.5,2011,"['Drama', 'Horror', 'Crime']",74997
King of Beggars,24.0,6.5,1992,"['Action', 'Comedy', 'Drama']",47648
Einstein and Eddington,30.0,6.8,2008,"['History', 'Drama']",15044
14 Blades,62.0,6.5,2010,"['Drama', 'Action', 'Thriller']",34179
The Locals,16.0,5.7,2003,['Horror'],35250
My Future Boyfriend,21.0,4.6,2011,['Comedy'],65892
The Loneliest Planet,19.0,5.8,2011,['Drama'],82321
Policeman,10.0,5.7,2011,['Drama'],96888
Red Psalm,14.0,5.6,1972,"['Drama', 'War']",86732
We Won't Grow Old Together,11.0,5.5,1972,['Drama'],63230
"Turn Me On, Dammit!",64.0,6.4,2011,"['Drama', 'Comedy']",62564
Faust,39.0,6.8,2011,"['Fantasy', 'Drama']",77560
Post Mortem,12.0,6.2,2010,"['Thriller', 'Drama', 'Horror']",56815
Viva,10.0,5.6,2007,"['Music', 'Comedy', 'Drama']",24870
Stanley Kubrick's Boxes,15.0,6.8,2008,['Documentary'],97394
Christmas Evil,34.0,5.6,1980,"['Drama', 'Horror']",27230
Apollo 18,359.0,5.0,2011,"['Horror', 'Thriller', 'Science Fiction']",50357
Seeking Justice,314.0,5.8,2011,"['Action', 'Drama', 'Thriller']",74998
Hostel: Part III,273.0,4.8,2011,['Horror'],71670
Wyvern,14.0,5.5,2009,"['Drama', 'Fantasy', 'Science Fiction']",21864
The Disappearance of Haruhi Suzumiya,51.0,7.8,2010,"['Animation', 'Comedy', 'Mystery', 'Romance', 'Science Fiction', 'Drama']",36865
The Poseidon Adventure,25.0,4.5,2005,"['Adventure', 'Drama', 'Thriller', 'Action']",28512
Red Tails,180.0,5.9,2012,"['Drama', 'Action', 'Adventure', 'History', 'War']",72431
In Darkness,45.0,7.1,2011,"['Drama', 'War']",73686
Odd Obsession,12.0,5.8,1959,['Drama'],43095
The Flowers of War,193.0,7.1,2011,"['Drama', 'History', 'War']",76758
The Nun,30.0,4.3,2005,"['Horror', 'Mystery']",42968
The Intouchables,5410.0,8.2,2011,"['Drama', 'Comedy']",77338
Declaration of War,66.0,7.0,2011,['Drama'],73562
One for the Money,392.0,5.3,2012,"['Action', 'Comedy', 'Crime']",54054
W.E.,62.0,5.8,2011,"['Drama', 'Romance']",80591
The Innkeepers,223.0,5.4,2011,"['Horror', 'Thriller']",58428
Big Miracle,153.0,6.6,2012,"['Adventure', 'Drama', 'Romance']",78698
Collision Earth,11.0,6.0,2011,"['Action', 'Science Fiction', 'TV Movie']",85949
A Man Called Sledge,11.0,6.5,1970,['Western'],70387
Six Degrees of Celebration,16.0,6.1,2010,['Comedy'],57809
Six Degrees of Celebration 2,14.0,6.8,2011,['Comedy'],85317
This Time Around,11.0,5.2,2003,"['Comedy', 'Romance']",57343
Grave Encounters,385.0,6.2,2011,"['Thriller', 'Horror']",50698
Detective Dee and the Mystery of the Phantom Flame,101.0,6.5,2010,"['Action', 'Adventure', 'Drama', 'Mystery']",48492
Chronicle,1965.0,6.6,2012,"['Science Fiction', 'Drama', 'Thriller']",76726
The Woman in Black,1237.0,6.1,2012,"['Drama', 'Horror', 'Thriller']",65086
Woman in Love,51.0,6.3,2011,['Comedy'],80125
Toast,72.0,6.3,2010,"['Drama', 'Comedy', 'History', 'Family']",52850
The Art of Getting By,430.0,6.4,2011,"['Drama', 'Romance']",64678
Bucky Larson: Born to Be a Star,51.0,4.4,2011,['Comedy'],67911
The Monk,32.0,5.8,2011,['Thriller'],66120
The Canyon,28.0,5.9,2009,['Thriller'],26223
All Watched Over by Machines of Loving Grace,10.0,8.1,2011,['Documentary'],192695
Third Star,47.0,7.5,2010,['Drama'],75170
Barbie in the Nutcracker,182.0,6.4,2001,"['Animation', 'Family']",15167
Dylan Moran: Monster,14.0,7.8,2004,['Comedy'],13976
"Dylan Moran: Like, Totally...",11.0,7.5,2006,['Comedy'],13586
Dylan Moran: What It Is,11.0,7.6,2009,['Comedy'],26118
Safe House,1361.0,6.3,2012,"['Action', 'Thriller']",59961
The Vow,1328.0,7.0,2012,"['Drama', 'Romance']",72570
Swamp Shark,28.0,4.3,2011,"['TV Movie', 'Horror', 'Thriller']",63749
King Kong Escapes,21.0,5.9,1967,"['Action', 'Fantasy', 'Horror', 'Science Fiction']",39276
My Boy Jack,19.0,6.5,2007,"['Drama', 'History']",25143
Louis C.K.: Live at the Beacon Theater,80.0,8.1,2011,['Comedy'],80379
As Luck Would Have It,19.0,5.8,2011,"['Drama', 'Comedy']",84797
Holding Trevor,13.0,4.7,2007,['Drama'],14205
Pitfall,21.0,7.1,1962,"['Fantasy', 'Drama', 'Crime', 'Science Fiction', 'Foreign']",54146
Monsieur Lazhar,82.0,6.6,2011,"['Drama', 'Comedy']",78480
Silence,12.0,7.1,1971,"['Drama', 'History']",92670
"For a Good Time, Call...",111.0,5.8,2012,['Comedy'],84200
Janie Jones,13.0,6.2,2010,"['Drama', 'Music']",73700
Journey 2: The Mysterious Island,1050.0,5.8,2012,"['Adventure', 'Action', 'Science Fiction']",72545
Perfect Sense,298.0,6.9,2011,"['Drama', 'Science Fiction', 'Romance']",51999
The Shrine,81.0,5.8,2010,['Horror'],47763
Tim and Eric's Billion Dollar Movie,35.0,5.2,2012,['Comedy'],79940
Beautiful Kate,22.0,6.0,2009,"['Mystery', 'Drama']",29483
Chapiteau-Show,13.0,6.8,2011,['Comedy'],88491
Kokowaah,103.0,6.4,2011,['Comedy'],53174
Monstrosity,10.0,2.3,1963,"['Horror', 'Science Fiction']",37464
Bodyguards and Assassins,58.0,6.5,2009,"['Drama', 'Action', 'History']",30596
The Sorcerer and the White Snake,58.0,5.6,2011,"['Action', 'Fantasy']",75948
Flying Swords of Dragon Gate,56.0,6.0,2011,"['Adventure', 'Action']",81870
Smokin' Aces 2: Assassins' Ball,88.0,5.4,2010,"['Action', 'Comedy', 'Crime', 'Thriller']",29564
Knuckle,11.0,5.1,2011,"['Documentary', 'Foreign']",71771
Winter in Wartime,66.0,6.8,2008,"['Drama', 'History', 'War']",16564
The Truth About Love,23.0,4.2,2005,"['Romance', 'Comedy']",14933
Balkan Spy,10.0,7.4,1984,"['Drama', 'Comedy']",31400
We Were Here,16.0,7.6,2011,['Documentary'],81716
Happy End,11.0,7.2,1967,['Comedy'],51578
The Hunter,237.0,6.7,2011,"['Drama', 'Thriller', 'Adventure']",70954
The Dead,65.0,5.8,2010,"['Horror', 'Action', 'Thriller', 'Science Fiction']",74471
Ghost Rider: Spirit of Vengeance,1163.0,4.7,2011,"['Action', 'Fantasy', 'Thriller']",71676
A Monster in Paris,323.0,6.5,2011,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",77459
Prayers for Bobby,99.0,7.5,2009,"['Drama', 'History', 'TV Movie']",21634
Love Wrecked,137.0,4.8,2005,"['Family', 'Romance']",27902
A Very Potter Musical,20.0,7.7,2009,"['Music', 'Comedy']",54507
A Very Potter Sequel,12.0,7.2,2010,"['Music', 'Comedy']",59017
Miss Nobody,15.0,4.3,2010,"['Crime', 'Comedy']",51875
Retreat,83.0,5.5,2011,"['Drama', 'Thriller', 'Horror', 'Science Fiction']",73936
Guy and Madeline on a Park Bench,11.0,6.0,2009,"['Drama', 'Music', 'Romance']",46504
The Civil War,15.0,9.2,1990,['Documentary'],26397
October Baby,35.0,6.8,2011,['Drama'],83860
Paris Belongs to Us,12.0,6.8,1961,['Mystery'],43026
Bag of Bones,41.0,5.8,2011,"['Drama', 'Horror']",168210
Mozart's Sister,13.0,6.2,2010,['Drama'],62116
Seven Days in Utopia,20.0,5.1,2011,['Drama'],70876
The Women on the 6th Floor,90.0,6.6,2010,['Comedy'],57243
One of Our Dinosaurs Is Missing,16.0,5.6,1975,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Mystery', 'Thriller']",29694
Mega Shark vs. Crocosaurus,39.0,2.7,2010,"['Action', 'Horror', 'Science Fiction']",52454
Wrong Turn 4: Bloody Beginnings,221.0,5.2,2011,"['Horror', 'Thriller']",71672
Sleep Tight,206.0,7.0,2011,['Thriller'],77495
Arena,90.0,5.0,2011,"['Action', 'Thriller', 'Science Fiction']",71254
The Satan Bug,11.0,5.6,1965,"['Mystery', 'Science Fiction', 'Thriller', 'Crime']",27709
Red Hill,55.0,6.2,2010,"['Action', 'Thriller', 'Western']",45569
Zone Troopers,10.0,3.6,1985,"['Action', 'Adventure', 'Science Fiction', 'War']",17790
The Prince and the Pauper,32.0,6.7,1990,"['Animation', 'Comedy', 'Family']",25831
Another Woman's Life,23.0,6.1,2012,"['Comedy', 'Drama', 'Romance']",116231
A Cat in Paris,68.0,6.5,2010,"['Animation', 'Comedy']",52264
Children Who Chase Lost Voices,137.0,7.1,2011,"['Animation', 'Adventure', 'Drama', 'Fantasy']",79707
Gone,346.0,5.9,2012,"['Drama', 'Thriller']",79548
Courageous,77.0,6.8,2011,['Drama'],72213
Flywheel,20.0,6.8,2003,"['Drama', 'Family']",17345
Project X,1624.0,6.5,2012,"['Comedy', 'Crime']",57214
The Lorax,1048.0,6.3,2012,"['Animation', 'Family']",73723
The Big Year,252.0,5.6,2011,['Comedy'],73937
Act of Valor,420.0,6.3,2012,"['Action', 'Thriller', 'War']",75674
Trailer Park Boys,21.0,7.4,1999,['Comedy'],38674
Undefeated,24.0,7.9,2011,['Documentary'],82620
This Means War,1411.0,5.9,2012,"['Action', 'Comedy', 'Romance']",59962
One A.M.,17.0,6.3,1916,['Comedy'],53418
The Cure,24.0,6.4,1917,['Comedy'],53420
The Bank,10.0,6.4,1915,['Comedy'],53410
A Night Out,10.0,5.5,1915,['Comedy'],53403
The Earth Dies Screaming,15.0,6.1,1964,"['Horror', 'Science Fiction']",77669
The Dark Side of the Sun,18.0,4.7,1988,"['Drama', 'Romance']",26642
John Carter,2170.0,6.1,2012,"['Action', 'Adventure', 'Science Fiction']",49529
Sunnyside,16.0,6.4,1919,['Comedy'],53424
When We Leave,24.0,6.9,2010,"['Drama', 'Family']",44246
Queen: Days of Our Lives,13.0,6.7,2011,"['Documentary', 'Music']",74406
Police,14.0,6.1,1916,['Comedy'],53414
Behind the Screen,14.0,6.8,1916,"['Comedy', 'Romance']",53419
Easy Street,31.0,7.0,1917,['Comedy'],47650
The Art of Flight,70.0,8.3,2011,"['Adventure', 'Documentary']",68450
Starbuck,165.0,6.8,2011,['Comedy'],79108
Forks Over Knives,46.0,7.0,2011,['Documentary'],64288
Goon,338.0,6.5,2012,['Comedy'],74387
The Hidden Face,213.0,7.3,2011,"['Thriller', 'Mystery']",80184
In Gold We Trust,14.0,5.2,2010,['Adventure'],52349
Eye of the Devil,12.0,6.8,1966,"['Crime', 'Horror', 'Mystery']",3051
Listen to Your Heart,38.0,7.5,2010,"['Drama', 'Music', 'Romance']",48373
Pale Cocoon,16.0,6.8,2006,"['Animation', 'Science Fiction']",20683
The Awakening,470.0,6.3,2011,"['Horror', 'Thriller']",77949
The Round Up,325.0,7.5,2010,"['Drama', 'History', 'War']",41411
Miral,15.0,5.1,2010,['Drama'],45595
Princess of Mars,10.0,3.1,2009,"['Fantasy', 'Science Fiction', 'War']",28524
Like Water,16.0,6.4,2011,['Documentary'],92117
Cencoroll,13.0,6.3,2009,"['Animation', 'Science Fiction']",37928
Game Change,98.0,6.4,2012,"['TV Movie', 'Drama', 'History']",91010
The Ledge,103.0,5.9,2011,"['Drama', 'Thriller']",63493
Bestseller,18.0,6.0,2010,"['Horror', 'Thriller', 'Mystery', 'Foreign']",42507
21 Jump Street,4151.0,6.7,2012,"['Action', 'Comedy', 'Crime']",64688
"Jeff, Who Lives at Home",220.0,6.1,2011,"['Drama', 'Comedy']",82532
Yes or No,22.0,7.7,2010,"['Comedy', 'Romance']",64786
Blind,31.0,7.5,2011,['Thriller'],79374
Lockout,722.0,5.8,2012,"['Action', 'Thriller', 'Science Fiction']",81796
Bedevilled,89.0,7.3,2010,"['Thriller', 'Crime', 'Drama', 'Horror']",59421
Lucky,31.0,4.9,2011,"['Comedy', 'Romance']",70585
Resurrect Dead: The Mystery of the Toynbee Tiles,18.0,6.9,2011,['Documentary'],54358
A Lonely Place to Die,160.0,6.2,2011,"['Adventure', 'Action', 'Thriller', 'Crime']",81390
Snowtown,107.0,6.3,2011,"['Crime', 'Drama', 'Horror', 'Thriller']",67748
Space Battleship Yamato,59.0,6.3,2010,['Science Fiction'],61984
The Bleeding,10.0,2.9,2009,"['Action', 'Horror', 'Thriller']",45273
Wreckers,15.0,5.9,2011,['Drama'],95675
Fat Head,17.0,6.6,2009,['Documentary'],36944
Verbo,11.0,4.0,2011,"['Fantasy', 'Drama', 'Adventure']",79754
The Frankenstein Syndrome,20.0,4.9,2010,"['Horror', 'Science Fiction']",64108
Casa De Mi Padre,104.0,5.5,2012,"['Comedy', 'Western']",80304
Corman's World: Exploits of a Hollywood Rebel,23.0,7.4,2011,['Documentary'],56591
Letters to Santa,25.0,7.1,2011,"['Comedy', 'Romance']",79221
Jiro Dreams of Sushi,239.0,7.8,2011,['Documentary'],80767
Damsels in Distress,67.0,5.6,2012,"['Comedy', 'Romance']",82533
Salmon Fishing in the Yemen,325.0,6.3,2011,['Drama'],81025
Eden of the East Movie I: The King of Eden,22.0,6.9,2009,"['Animation', 'Drama', 'Mystery', 'Science Fiction']",35435
Eden of the East Movie II: Paradise Lost,18.0,6.8,2010,"['Animation', 'Mystery']",44734
Meeting Evil,59.0,4.7,2012,"['Crime', 'Drama', 'Mystery', 'Thriller']",94204
Wrath of the Titans,1459.0,5.5,2012,['Adventure'],57165
Bending The Rules,22.0,5.2,2012,"['Action', 'Drama']",44032
